team,name,confed,prior_matches,stage2_matches,stage1_matches,new_matches,total_matches,prior_weight,new_weight,prior_off,prior_xG_scaled,new_xG,pooled_xG_pre_normalization,xG,prior_def,prior_xGA_scaled,new_xGA,pooled_xGA_pre_normalization,xGA
Ukraine,Ukraine,UEFA,55.0,8.0,47.0,4.0,59.0,0.9322033898305084,0.06779661016949153,1.88446725154041,1.88446725154041,2.4162128323638394,1.920517799392846,1.9009204186984632,1.175106576683382,1.175106576683382,0.6366240438230985,1.1385992863199728,1.1297575213433049
United Arab Emirates,United Arab Emirates,AFC,68.0,13.0,55.0,0.0,68.0,1.0,0.0,1.5418798598956065,1.5418798598956065,1.5418798598956065,1.5418798598956065,1.5261461829627874,1.3783602004602742,1.3783602004602742,1.3783602004602742,1.3783602004602742,1.3676565779548955
United States,USA,CONCACAF,85.0,14.0,71.0,9.0,94.0,0.9042553191489362,0.09574468085106383,2.0929703549364342,2.0929703549364342,2.3963972821940214,2.122021869248331,2.1003682972654976,1.054837015477059,1.054837015477059,0.9409226190271212,1.0439303179446182,1.0358237025319939
United States Virgin Islands,US Virgin Islands,CONCACAF,19.0,1.0,18.0,1.0,20.0,0.95,0.05,0.0003573987061895,0.0003573987061895,0.0017638853198881,0.00042772303687442997,0.00042335845811966095,2.867315150197835,2.867315150197835,1.3546591836836055,2.7916823518721237,2.770003610684306
Uruguay,Uruguay,CONMEBOL,64.0,8.0,56.0,5.0,69.0,0.927536231884058,0.07246376811594203,1.3454853337582944,1.3454853337582944,1.5552203475225188,1.360683523161499,1.3467988129982296,0.4957505640356491,0.4957505640356491,0.9723385912904824,0.5302859283294775,0.5261680058917448
Uzbekistan,Uzbekistan,AFC,55.0,7.0,48.0,7.0,62.0,0.8870967741935484,0.11290322580645161,1.3371074253104314,1.3371074253104314,1.4946365627869955,1.3548929730900436,1.3410673509572084,0.4487361952682881,0.4487361952682881,1.070271390337125,0.518909523743802,0.5148799444983009
Vanuatu,Vanuatu,OFC,26.0,3.0,23.0,1.0,27.0,0.9629629629629629,0.037037037037037035,0.0361666728615132,0.0361666728615132,0.2453296249202413,0.04391344886368831,0.043465346495016134,0.2327056130329961,0.2327056130329961,1.5431657054643928,0.2812411720119367,0.2790572005528211
Venezuela,Venezuela,CONMEBOL,56.0,7.0,49.0,4.0,60.0,0.9333333333333333,0.06666666666666667,1.1936862683927798,1.1936862683927798,1.4215251035851484,1.208875524072271,1.1965398956991025,0.7993262445432736,0.7993262445432736,0.8310809787500979,0.8014432268237286,0.7952196390006405
Vietnam,Vietnam,AFC,65.0,4.0,61.0,1.0,66.0,0.9848484848484849,0.015151515151515152,0.1726381049205835,0.1726381049205835,0.0853913124705276,0.17131618382285538,0.16956803627923628,1.934709796037135,1.934709796037135,0.0073452775288962,1.905507303332465,1.8907101328618565
Wales,Wales,UEFA,55.0,8.0,47.0,4.0,59.0,0.9322033898305084,0.06779661016949153,1.5865154283662126,1.5865154283662126,2.1369054500282005,1.6238300061060085,1.6072600920845495,0.8876648047229466,0.8876648047229466,1.16742805588467,0.9066318048017076,0.8995913776428799
Yemen,Yemen,AFC,29.0,5.0,24.0,0.0,29.0,1.0,0.0,0.1543583327167242,0.1543583327167242,0.1543583327167242,0.1543583327167242,0.15278322676844494,1.6687714557179902,1.6687714557179902,1.6687714557179902,1.6687714557179902,1.6558126516957963
Zambia,Zambia,CAF,57.0,8.0,49.0,1.0,58.0,0.9827586206896551,0.017241379310344827,1.027378743968428,1.027378743968428,0.0050123850949772,1.0097517377809548,0.9994480117658333,1.134042161110672,1.134042161110672,1.0922360120498007,1.1333213654372085,1.1245205860263772
Zimbabwe,Zimbabwe,CAF,37.0,11.0,26.0,3.0,40.0,0.925,0.075,0.9806903863399395,0.9806903863399395,0.415808849421667,0.9383242710710691,0.9287494064378059,1.3427757524975945,1.3427757524975945,0.8821539780799408,1.3082291194162705,1.2980700981095759
